Asset_ID,Expected_Return,Mean_Variance_10Y
Asset_1,0.08323991651469051,0.0260054689342377
Asset_2,0.11619757425426565,0.026502268261793
Asset_3,0.10406505058608655,0.02713634167868703
Asset_4,0.12489679762576335,0.023102816583713808
Asset_5,0.07168007644943526,0.026942383975865365
Asset_6,0.07217838741608622,0.026224339491203907
Asset_7,0.07081008680559406,0.023429784702843043
Asset_8,0.07336048380629118,0.027038142819124568
Asset_9,0.10238687067732599,0.022954508338195678
Asset_10,0.07570345401248442,0.027865086895067115
Asset_11,0.1381777168692392,0.02151051374675429
Asset_12,0.1446389009609816,0.026215479288777065
Asset_13,0.091856267079838,0.02211308703948448
Asset_14,0.14745362835339842,0.025460698700380265
Asset_15,0.0754836951026687,0.021162899218307465
Asset_16,0.10403399221019752,0.02316302297683881
Asset_17,0.11427405425956808,0.02283987885907703
Asset_18,0.14439843693005877,0.026720349303500295
Asset_19,0.08150162844189776,0.022962989171377384
Asset_20,0.11127710786979672,0.022054470671422282
Asset_21,0.10778387358591929,0.02397753083451536
Asset_22,0.12017348637405809,0.026362374275098445
Asset_23,0.05564354712171224,0.025184972752118468
Asset_24,0.0898619744649342,0.02399791460892635
Asset_25,0.13148139139524168,0.02103942365762876
Asset_26,0.1431209837855742,0.025934608298310634
Asset_27,0.10476549329808976,0.027401785407336798
Asset_28,0.08161934938491545,0.01902202239455406
Asset_29,0.137236984161411,0.023662448192959235
Asset_30,0.09875730415465128,0.028853973431601752
Asset_31,0.1473337595485606,0.02593777283977487
Asset_32,0.07809539926449831,0.020389844577491833
Asset_33,0.12438282099894778,0.02399146468971321
Asset_34,0.14593710922581787,0.02466509821115946
Asset_35,0.06564256393202068,0.024363349238667956
Asset_36,0.10271268155105726,0.025403299152337244
Asset_37,0.1004907692804293,0.022008300192584675
Asset_38,0.06351196321788702,0.027200486074613256
Asset_39,0.12488367033644567,0.0237965569952241
Asset_40,0.09025571964838383,0.025224771943214735
Asset_41,0.06866071084329292,0.023120299840228176
Asset_42,0.09132300638355736,0.02475214814994448
Asset_43,0.09557262948165335,0.026560543826606758
Asset_44,0.1459984645958593,0.027122889814758293
Asset_45,0.13360934467653007,0.022088479145272916
Asset_46,0.06360795165975036,0.027922152531162404
Asset_47,0.07526995913070082,0.02416486368638515
Asset_48,0.11698559766833377,0.024074074792310492
Asset_49,0.0950185643097251,0.02240279505314623
Asset_50,0.05161796070410002,0.02298926240434901
Asset_51,0.11725796552706,0.027894717432148265
Asset_52,0.0686562595530276,0.021656152579416135
Asset_53,0.07015561226630987,0.020239662200847504
Asset_54,0.09299789215038931,0.025217565495733202
Asset_55,0.10769372369187558,0.0267872323754968
Asset_56,0.1311452441088546,0.027070685652798344
Asset_57,0.08282771689427128,0.018999153327976376
Asset_58,0.11711419741724807,0.027075215713036376
Asset_59,0.115993514321409,0.023260894226235278
Asset_60,0.12423150311801345,0.02103790792475841
Asset_61,0.05306715667724966,0.025502080952063994
Asset_62,0.07935641737269171,0.02394846525155215
Asset_63,0.06352338232233008,0.026013811493044447
Asset_64,0.08813318680264294,0.023990833269879296
Asset_65,0.05923063381422148,0.02445854311283126
Asset_66,0.09605641796159076,0.022510184085990897
Asset_67,0.07857309759741368,0.021909931020357258
Asset_68,0.07690804610331846,0.025017805855717768
Asset_69,0.05815610500096341,0.025893629928038654
Asset_70,0.12441700128308647,0.022656565283169082
Asset_71,0.10633310807132479,0.025610898828262136
Asset_72,0.1090858498665063,0.01959807844682
Asset_73,0.07924930270500698,0.02484162513106141
Asset_74,0.09327331658020047,0.023711730798171217
Asset_75,0.13082227807116464,0.025737304511736503
Asset_76,0.07817236868719582,0.02382708386965944
Asset_77,0.05459755805931607,0.029360269368049263
Asset_78,0.0895431856226441,0.02934433496404005
Asset_79,0.10014330596465046,0.028384732706297416
Asset_80,0.1414037678090264,0.022874903326901876
Asset_81,0.1171226560077332,0.026616215663748437
Asset_82,0.07075289108944968,0.026497286238801782
Asset_83,0.09908407701416871,0.025068497934023975
Asset_84,0.13518209248384983,0.02641131968369561
Asset_85,0.10836837497416688,0.022651718688533575
Asset_86,0.09128963843411446,0.024993361084509055
Asset_87,0.13346982196805562,0.02880374222660865
Asset_88,0.13436306883244337,0.023504324095190043
Asset_89,0.10690576884293687,0.019470907513729315
Asset_90,0.13242607621973523,0.022755989968591704
Asset_91,0.08027594893022433,0.023373328431964123
Asset_92,0.1062504773257412,0.028970946500760153
Asset_93,0.052693964555959344,0.025035340315049233
Asset_94,0.07880407664254671,0.024164558437649364
Asset_95,0.13538928097830225,0.025405473443565633
Asset_96,0.12767342616270336,0.02451309103644459
Asset_97,0.11857322738297267,0.023441335466987755
Asset_98,0.13729757623738859,0.02256068394475706
Asset_99,0.051078429382156704,0.02660960972498035
Asset_100,0.059995787841566166,0.025123850799708435
Asset_101,0.1297900703169378,0.030023334160099426
Asset_102,0.11234727668444444,0.023695213902441763
Asset_103,0.11122408736135264,0.023332945785642135
Asset_104,0.13622351684011982,0.028618826564621315
Asset_105,0.05968119230156254,0.023024048282213695
Asset_106,0.05408702276260718,0.026269462371409025
Asset_107,0.07266757318757802,0.02155874096432742
Asset_108,0.07029083722531065,0.028561415913915957
Asset_109,0.06783247022298136,0.02496030308230506
Asset_110,0.052006805810894896,0.021575063966736818
Asset_111,0.10991217264882167,0.02328361561848902
Asset_112,0.07313485882233922,0.02099500369185349
Asset_113,0.09469049917423691,0.025280327165848132
Asset_114,0.056259572074087466,0.02269084129076724
Asset_115,0.11832643621545248,0.025324575501143927
Asset_116,0.14346457231334905,0.02694414738084978
Asset_117,0.13439519628116062,0.02742670171434531
Asset_118,0.09193538484294339,0.025573618722582302
Asset_119,0.1411507331509318,0.024261727354087274
Asset_120,0.05338939487346159,0.018027674733334498
Asset_121,0.10821930992514414,0.017707917319591808
Asset_122,0.11478586871675008,0.02529520824525529
Asset_123,0.07333631795692189,0.023954367660166846
Asset_124,0.1294567167027208,0.026707435783167716
Asset_125,0.05162317129536745,0.023281728239073075
Asset_126,0.10544592489952173,0.026318916802114234
Asset_127,0.08291834216093127,0.025689649675347044
Asset_128,0.09551375626134881,0.026860730262433935
Asset_129,0.1320678298533211,0.022584188616054265
Asset_130,0.08864172312304262,0.0236458577612794
Asset_131,0.05367909574388126,0.02195084125278141
Asset_132,0.07206206285200764,0.02889324535739523
Asset_133,0.12129131373021602,0.02315815031155992
Asset_134,0.0526591065703391,0.02417270864686441
Asset_135,0.11100549343519894,0.026217316575304704
Asset_136,0.10412404486358734,0.020938660276783837
Asset_137,0.09519403860274195,0.021870002749044198
Asset_138,0.1101425548623923,0.025854169637349284
Asset_139,0.10292036106402688,0.024996037212470838
Asset_140,0.09027566632578729,0.021664356977096295
Asset_141,0.07172888706089785,0.024220685321666352
Asset_142,0.11107266609646207,0.026310189869415933
Asset_143,0.053426747017691435,0.028251488342020337
Asset_144,0.08946576034488622,0.024064564159595382
Asset_145,0.10349373744021856,0.029588271644356123
Asset_146,0.10336692570915479,0.029546337695272727
Asset_147,0.08394678789676244,0.027436748610880156
Asset_148,0.07855457679315464,0.025625498649475654
Asset_149,0.10611210925558132,0.02590840637732599
Asset_150,0.13819516617632188,0.02981771272533596
Asset_151,0.13975122123191253,0.017033288906109483
Asset_152,0.08740234394093176,0.02179100583385941
Asset_153,0.06710466542191693,0.026015085278614902
Asset_154,0.1335575844088956,0.021375365770601777
Asset_155,0.09409004534304255,0.027705021312177815
Asset_156,0.07293804426907194,0.025764701585314232
Asset_157,0.06542375310250845,0.022478372824501817
Asset_158,0.1468740537141437,0.024537200675319715
Asset_159,0.09261737524814123,0.027245160617379256
Asset_160,0.08870944504927755,0.024458413135831854
Asset_161,0.06527179294454544,0.02702344297431239
Asset_162,0.09740747778252551,0.026428039750861998
Asset_163,0.09457120621083745,0.022007576732439967
Asset_164,0.14452961965467676,0.024111122317788312
Asset_165,0.06174439693028308,0.027106442908431207
Asset_166,0.12390673947311016,0.025611778634775706
Asset_167,0.08646879536048545,0.02579892467725734
Asset_168,0.10687654591830306,0.026495950227008097
Asset_169,0.08932899044176948,0.020839456066130062
Asset_170,0.06551809761080991,0.030644191330907223
Asset_171,0.07286687512573096,0.027597349041276233
Asset_172,0.05666264636765242,0.02624917931164661
Asset_173,0.06340584304841958,0.028338304213542463
Asset_174,0.09838876728294751,0.02602129925274021
Asset_175,0.09083889112825613,0.022423846888956815
Asset_176,0.08976588045165504,0.025115057213860037
Asset_177,0.13692913764959644,0.024541554145957885
Asset_178,0.07874702557080651,0.028113038318309885
Asset_179,0.14516054723289923,0.02112420485041273
Asset_180,0.1360131067015063,0.023931884050259786
Asset_181,0.1274975306299656,0.025881353479802534
Asset_182,0.14655319056668897,0.022278187626229778
Asset_183,0.12535467816077706,0.027410953543265226
Asset_184,0.10243006024686299,0.02557290174537698
Asset_185,0.07360370660619894,0.020791187372407247
Asset_186,0.06733930376312033,0.021068908042800795
Asset_187,0.10049068102994332,0.02291432748114345
Asset_188,0.05638064168295575,0.025245527463760076
Asset_189,0.14290874596375278,0.023942777593332618
Asset_190,0.08729542058175108,0.027308705846022997
Asset_191,0.11859802534864163,0.023114637532439947
Asset_192,0.10102391543431136,0.02716076530096101
Asset_193,0.13394384676817056,0.02677954489939876
Asset_194,0.07446639614823916,0.026380870892854985
Asset_195,0.10125424111928825,0.02306386784076047
Asset_196,0.11702300740286815,0.02561339764786188
Asset_197,0.08388131194941864,0.027381893942954226
Asset_198,0.07450939522903026,0.02632387520850938
Asset_199,0.08836539493458746,0.022504779407947182
Asset_200,0.14217163150636564,0.022637047963953015
Asset_201,0.05726197621026651,0.0307546463747001
Asset_202,0.12316371620981209,0.025243167125262544
Asset_203,0.1267928283494083,0.024851909077182852
Asset_204,0.05677324268151035,0.02796290446968741
Asset_205,0.05163205373130273,0.022811913017455502
Asset_206,0.12191179937394776,0.01975496263235853
Asset_207,0.08851601177585064,0.024423225429260682
Asset_208,0.0842414504355898,0.027109619093514455
Asset_209,0.08232985912526117,0.02521371166945019
Asset_210,0.058400268510473856,0.02723568244932173
Asset_211,0.13091735288614292,0.023786153034892767
Asset_212,0.094651875457343,0.02409531026943939
Asset_213,0.05527507094191232,0.023151248934831708
Asset_214,0.0910215229647523,0.02295177696848783
Asset_215,0.095790814582803,0.02543776119263503
Asset_216,0.101672149903933,0.019625524761089794
Asset_217,0.09275969984546784,0.02370335516640491
Asset_218,0.08291042212560894,0.02567437046072644
Asset_219,0.10913429879879837,0.029456221759360107
Asset_220,0.12018035517516551,0.02774400813456542
Asset_221,0.058351841473636916,0.02123632236240412
Asset_222,0.09869652542541602,0.026032902695574865
Asset_223,0.08943751981745168,0.029818934314201434
Asset_224,0.09139344037999711,0.02842932910141332
Asset_225,0.05086443460028827,0.02309142474703458
Asset_226,0.06384941402769798,0.028167574902858462
Asset_227,0.056638111454871756,0.02418046092178002
Asset_228,0.051744808057031536,0.02602536107739444
Asset_229,0.14206049752540095,0.029127354160728203
Asset_230,0.1380147295894566,0.020122674706976547
Asset_231,0.1024749414267482,0.02515848832514351
Asset_232,0.09463617900893181,0.03028347507781117
Asset_233,0.12347407042738762,0.024426511609482723
Asset_234,0.051889275203502366,0.024989333710839536
Asset_235,0.09395924248251031,0.030959339906364854
Asset_236,0.11354795540750229,0.029388213073504116
Asset_237,0.08194803346159607,0.026513292470291043
Asset_238,0.1218469123524581,0.024406777166411472
Asset_239,0.12345241017590922,0.022756076044702644
Asset_240,0.11970324939296668,0.024650477982828174
Asset_241,0.13508235843352195,0.02648299431419665
Asset_242,0.052791410057577676,0.026395592693484238
Asset_243,0.07961699575263724,0.025056593198911563
Asset_244,0.10817972832194969,0.030597036099817444
Asset_245,0.1477824534354063,0.023732150931625597
Asset_246,0.062438249635426935,0.023578748433718343
Asset_247,0.06517637364679932,0.01966627941950436
Asset_248,0.10837475975813873,0.02492346617846277
Asset_249,0.1136624226563799,0.026938699466329707
Asset_250,0.09857347030743147,0.021461120761722373
Asset_251,0.10518670138143638,0.028322406806608236
Asset_252,0.13446864099151035,0.025583978631440095
Asset_253,0.07528240861337125,0.02086427149805033
Asset_254,0.09088939606116796,0.021788493848874126
Asset_255,0.08902346131202155,0.02676888983482876
Asset_256,0.12113657014937505,0.022201216117495978
Asset_257,0.12072161591536798,0.02716718178200911
Asset_258,0.07120392744693686,0.02302198769508603
Asset_259,0.06899286583120665,0.028696590667102766
Asset_260,0.12656967287930349,0.02513626837686721
Asset_261,0.08259942589428455,0.025956529184152605
Asset_262,0.059846424352109566,0.023102038811127837
Asset_263,0.1479765199759437,0.024815795186265192
Asset_264,0.14325811853689363,0.02874720603685672
Asset_265,0.07526135525449282,0.025976984772177227
Asset_266,0.05357598737133357,0.024508389837440338
Asset_267,0.08679183553658253,0.027092306003867937
Asset_268,0.08717921707600228,0.02466726126587069
Asset_269,0.12116092811576576,0.025705016175390026
Asset_270,0.0530156839669947,0.02591842668250794
Asset_271,0.13954982174651498,0.021049797371005503
Asset_272,0.13523605374639178,0.025465087380904278
Asset_273,0.12398322280828428,0.02306129808781418
Asset_274,0.10744062128828899,0.02634845764918046
Asset_275,0.12863781421267204,0.02743711454790592
Asset_276,0.10722614442057185,0.024396354731343693
Asset_277,0.05580550354451907,0.025659430094543044
Asset_278,0.06476395324493486,0.02248787110783392
Asset_279,0.14528814432376058,0.027887503040727478
Asset_280,0.1499094457245257,0.025785801368626127
Asset_281,0.05803216245995199,0.025889795777535196
Asset_282,0.10663719706615127,0.02246019972187613
Asset_283,0.11272282624311748,0.02635817594298475
Asset_284,0.07302818232966932,0.02090927226824054
Asset_285,0.11515831014911784,0.025191418223854352
Asset_286,0.14106326599994057,0.025686271780164898
Asset_287,0.10409889275268586,0.023979379240309604
Asset_288,0.135171896107664,0.019128201642999696
Asset_289,0.12408117220644395,0.025166391328142624
Asset_290,0.07974746806001769,0.026613054292603033
Asset_291,0.12393961145352762,0.024548465216480825
Asset_292,0.06284385009011959,0.02596838507831071
Asset_293,0.07943388302262622,0.027830754394361952
Asset_294,0.06291616150107757,0.02398088516628021
Asset_295,0.09785928340556552,0.02641135873358625
Asset_296,0.08105699294485107,0.02709632901640987
Asset_297,0.06651721664466884,0.020891157335413364
Asset_298,0.07275639704548556,0.025113150179010984
